"HR","Name","Vmag","IRflag","RA1900","DE1900","RA","DE","GLON","GLAT","""B-V""","""U-B""","pmRA","pmDE","RadVel"
6525,"",6.28,"",17.4443611111111,-58.2241666666667,17.5930277777778,-58.1538888888889,332.31,-14.42,-0.08,-0.46,-0.007,-0.009,-9
6526,"76Lam Her",4.41,"I",17.4449166666667,26.1858333333333,17.5123055555556,26.1105555555556,49.48,28.44,1.44,1.68,0.02,0.018,-26
6527,"35Lam Sco",1.63,"",17.4469444444444,-36.9691666666667,17.5601388888889,-36.8961111111111,351.74,-2.21,-0.22,-0.89,-0.001,-0.029,-3
6528,"",5.61,"",17.45225,31.2327777777778,17.5153888888889,31.1583333333333,55.03,29.87,0.95,NA,0.009,0.022,-26
6529,"",5.72,"I",17.4531388888889,80.225,17.3269444444444,80.1363888888889,112.37,30.58,1.5,1.8,0.016,0.004,-7
6530,"",6.1,"",17.4540277777778,-52.7172222222222,17.5888888888889,-52.6472222222222,338.04,-11.11,0.02,NA,0,-0.016,7
6531,"",6.43,"",17.4554722222222,38.9569444444444,17.5111944444444,38.8822222222222,63.77,31.69,0.49,0.22,0.013,0.015,-27
6532,"",6.42,"",17.4598611111111,12.0025,17.5375,11.9302777777778,34.98,22.9,-0.01,-0.2,0.024,0.025,-12
6533,"78    Her",5.62,"",17.4649722222222,28.4797222222222,17.5304444444444,28.4075,52.06,28.91,0,-0.05,0.006,0.028,-26
6534,"",5.62,"",17.4692777777778,-4.32861111111111,17.5583055555556,-4.25527777777778,18.56,14.46,0.18,0.09,-0.039,-0.091,-26
6535,"",5.7,"",17.4695555555556,-31.4875,17.5784722222222,-31.4183333333333,355.67,0.05,0.04,-0.86,0.008,-0.005,-4
6536,"23Bet Dra",2.79,"I",17.4695277777778,52.3752777777778,17.5072222222222,52.3013888888889,79.58,33.31,0.98,0.64,-0.016,0.015,-20
6537,"1Sig Ara",4.59,"",17.4702222222222,-45.5633333333333,17.5943333333333,-45.4944444444444,343.98,-7.58,-0.03,-0.09,-0.028,-0.035,4
6538,"",6.56,"",17.4738611111111,34.3413888888889,17.5336388888889,34.2708333333333,58.58,30.43,0.65,0.17,-0.233,0.05,-52
6539,"",6.48,"",17.48175,-36.6283333333333,17.5952777777778,-36.56,351.69,-2.75,0.01,NA,-0.013,-0.038,-8
6540,"",6.4,"",17.4853611111111,57.95,17.5121666666667,57.8763888888889,86.25,33.33,NA,NA,0.03,-0.03,-14
6541,"",5.64,"",17.4838888888889,19.3288888888889,17.5563333333333,19.2566666666667,42.48,25.53,0.48,-0.02,-0.03,-0.09,-59
6542,"",5.69,"",17.4863611111111,16.3883333333333,17.5609444444444,16.3175,39.51,24.36,1.01,0.82,-0.001,-0.051,-22
6543,"",6.48,"I",17.4862222222222,14.9127777777778,17.5618888888889,14.8416666666667,38.03,23.77,1.6,1.58,0.023,-0.07,30
6544,"",5.55,"",17.4868333333333,-10.8258333333333,17.5795555555556,-10.7580555555556,13.86,11.4,0.02,-0.17,0.005,0.006,-11
6545,"52    Oph",6.57,"",17.4881944444444,-20.0236111111111,17.5884722222222,-21.9561111111111,4.63,5.62,0.01,-0.18,-0.004,-0.009,-12
6546,"",4.29,"",17.4943055555556,-37.4355555555556,17.6091111111111,-37.3647222222222,350.77,-3.53,1.09,0.9,-0.012,-0.201,-49
6547,"",5.93,"",17.4948611111111,-48.0069444444444,17.6242222222222,-49.94,341.08,-9.69,1.1,NA,-0.009,-0.099,3
6548,"53    Oph",5.81,"",17.4977222222222,9.65416666666667,17.5768611111111,9.58666666666667,32.95,21.39,0.02,-0.01,0.005,-0.008,-14
6549,"Pi  Ara",5.25,"",17.4979722222222,-53.5669444444444,17.6348888888889,-53.4997222222222,337.24,-12.04,0.2,0.08,-0.039,-0.15,-3
6550,"",5.74,"",17.4991388888889,41.3141666666667,17.5520277777778,41.2436111111111,66.6,31.66,1.09,0.96,-0.068,-0.06,-29
6551,"",6.4,"",17.4997777777778,16.5716666666667,17.5742222222222,16.5038888888889,39.78,24.26,NA,NA,-0.004,-0.015,-41
6552,"",6.45,"",17.4998055555556,-84.8238888888889,18.0261388888889,-84.7852777777778,308.13,-26,0.44,0.02,-0.007,-0.142,-23
6553,"The Sco",1.87,"",17.5021944444444,-41.0658333333333,17.622,-41.0022222222222,347.14,-5.98,0.4,0.22,0.015,-0.002,1
6554,"24Nu 1Dra",4.88,"",17.5034166666667,55.2525,17.5362777777778,55.1841666666667,83.03,33.14,0.26,0.04,0.147,0.057,-15
6555,"25Nu 2Dra",4.87,"",17.5049166666667,55.2411111111111,17.5377777777778,55.1730555555555,83.02,33.12,0.28,0.06,0.148,0.056,-16
6556,"55Alp Oph",2.08,"I",17.5048611111111,12.6327777777778,17.58225,12.56,35.9,22.57,0.15,0.1,0.12,-0.226,13
6557,"",6.26,"",17.5099166666667,-37.9966666666667,17.6241111111111,-37.9344444444444,351.34,-3.37,1.25,NA,-0.013,0.026,12
6558,"",6.1,"",17.5160833333333,-41.1822222222222,17.6356944444444,-41.1194444444444,347.32,-6.04,-0.06,-0.26,0.002,-0.041,13
6559,"",6.1,"",17.5286388888889,21.06,17.5998888888889,20.9961111111111,44.53,25.59,0.19,0.17,0.012,-0.015,-17
6560,"",6.17,"",17.5314166666667,57.6247222222222,17.5588055555556,57.5588888888889,85.87,32.96,0.59,0.37,0.015,0.014,-1
6561,"55Xi  Ser",3.54,"I",17.531,-14.6644444444444,17.6264444444444,-14.6013888888889,10.61,8.66,0.26,0.14,-0.042,-0.058,-43
6562,"",5.94,"",17.5310833333333,-14.4902777777778,17.6267222222222,-14.4288888888889,10.46,8.57,0.37,NA,-0.009,-0.001,-8
6563,"",6.1,"",17.5378055555556,37.3644444444444,17.5951111111111,37.3016666666667,62.2,30.4,0.98,0.82,0.015,0.003,4
6564,"",6.38,"",17.5366388888889,28.2469444444444,17.6021944444444,28.1847222222222,52.14,27.94,NA,NA,-0.031,0.017,-34
6565,"",6.49,"",17.5383333333333,-71.8286111111111,17.7388055555556,-71.7791666666667,321.16,-20.84,0.48,-0.04,-0.003,0.113,35
6566,"27    Dra",5.05,"I",17.5393611111111,68.1988888888889,17.53275,68.135,98.42,32.4,1.08,0.92,-0.012,0.134,-73
6567,"57Mu  Oph",4.62,"",17.5401388888889,-7.94222222222222,17.63075,-7.88111111111111,17,12.34,0.11,-0.2,-0.009,-0.017,-19
6568,"",5.75,"I",17.5435,-9.13361111111111,17.6359722222222,-9.07361111111111,14.57,10.85,1.23,NA,-0.013,-0.01,-33
6569,"Lam Ara",4.77,"",17.5445277777778,-48.6463888888889,17.6732222222222,-48.5844444444444,341.89,-9.77,0.4,-0.04,0.078,-0.176,4
6570,"",6.02,"",17.54675,30.8466666666667,17.6101944444444,30.7852777777778,55,28.59,0.16,0.09,0.03,-0.005,-17
6571,"79    Her",5.77,"",17.5566388888889,24.3694444444444,17.6253055555556,24.31,48.12,26.41,0.11,0.07,-0.012,0.008,-4
6572,"",5.79,"",17.5629444444444,-45.1327777777778,17.6878611111111,-45.0780555555556,344.13,-8.62,-0.01,-0.06,0.012,-0.009,-12
6573,"26    Dra",5.23,"",17.5659444444444,61.9511111111111,17.5831944444444,61.875,91,32.65,0.61,0.1,0.26,-0.507,-13
6574,"82    Her",5.37,"I",17.5668611111111,48.6436111111111,17.6104444444444,48.5855555555556,75.26,32.06,1.15,1.06,0.031,0.065,29
6575,"",6.26,"",17.5682222222222,2.08527777777778,17.6523611111111,2.02805555555556,26.33,16.98,1.03,0.83,0.04,-0.021,0
6576,"",6.24,"",17.5708055555556,-49.5427777777778,17.7010833333333,-49.4894444444444,341.06,-10.56,1.76,1.89,0.024,-0.012,-27
6577,"",6.12,"",17.5728055555556,13.3847222222222,17.6493888888889,13.3291666666667,37.09,21.99,0.56,NA,-0.023,0.038,0
6578,"",6.19,"I",17.5832222222222,-1.90222222222222,17.6699444444444,-1.8475,22.64,14.77,1.67,1.89,-0.023,-0.018,-49
6579,"",6.37,"",17.5855,32.7955555555556,17.6471388888889,32.7394444444444,57.29,28.67,NA,NA,0.017,-0.011,-15
6580,"Kap Sco",2.41,"",17.5928055555556,-37.0216666666667,17.7081388888889,-38.97,351.04,-4.72,-0.22,-0.89,-0.006,-0.027,-14
6581,"56Omi Ser",4.26,"",17.5965555555556,-11.1780555555556,17.69025,-11.1247222222222,13.28,9.17,0.08,0.1,-0.069,-0.052,-30
6582,"Eta Pav",3.62,"",17.5986111111111,-63.3241666666667,17.7622222222222,-63.2761111111111,328.4,-17.75,1.19,1.17,-0.014,-0.054,-8
6583,"",5.54,"",17.601,-35.105,17.7141666666667,-35.0541666666667,352.86,-3.69,1.55,NA,0.001,-0.034,-4
6584,"",6.03,"I",17.603,31.2552777777778,17.6659722222222,31.2025,55.68,28.02,1.58,1.98,-0.012,0.015,-9
6585,"Mu  Ara",5.15,"",17.6033888888889,-50.2194444444444,17.73575,-50.1658333333333,340.06,-11.5,0.7,0.24,-0.014,-0.194,-9
6586,"",6.01,"",17.6052777777778,-56.5019444444444,17.7488333333333,-56.4547222222222,334.99,-14.37,0.9,NA,0.01,-0.002,-6
6587,"",6.4,"",17.6091388888889,-32.9977777777778,17.7185833333333,-32.9488888888889,356.21,-1.7,1.81,2,0.008,0.003,-3
6588,"85Iot Her",3.8,"",17.6106666666667,46.0594444444444,17.65775,46.0063888888889,72.32,31.27,-0.18,-0.69,-0.005,0.005,-20
6589,"",6.34,"",17.6110555555556,15.2297222222222,17.6863888888889,15.1780555555556,39.15,22.25,0.03,0.02,-0.012,-0.015,-23
6590,"",5.95,"",17.6110277777778,6.36388888888889,17.6923055555556,6.31277777777778,30.62,18.41,1.26,1.18,-0.005,-0.01,-31
6591,"",6.28,"",17.6153333333333,31.3408333333333,17.6781111111111,31.2875,55.83,27.9,1.05,0.88,-0.067,-0.073,-6
6592,"",6.36,"",17.6163888888889,24.5627777777778,17.6848611111111,24.5133333333333,48.64,25.71,1.2,1.18,-0.019,0.058,-32
6593,"",6.36,"",17.6166388888889,-26.1641666666667,17.7216111111111,-26.1158333333333,0.63,0.99,0.47,NA,0.01,-0.006,-26
6594,"",5.52,"",17.6248055555556,15.9983333333333,17.6996388888889,15.9519444444444,40,22.38,0.38,-0.05,0.009,0.101,-44
6595,"58    Oph",4.87,"",17.6239444444444,-20.3655555555556,17.7238333333333,-20.3166666666667,5.94,4.21,0.47,-0.03,-0.095,-0.043,11
6596,"28Ome Dra",4.8,"",17.6255833333333,68.8041666666667,17.6158611111111,68.7580555555556,99.08,31.87,0.43,-0.01,0.002,0.323,-14
6597,"",5.87,"",17.6254444444444,-41.3163888888889,17.745,-41.2711111111111,348.08,-6.99,0.16,0.09,0.005,0.019,-9
6598,"",6.42,"",17.6252777777778,69.6322222222222,17.6110277777778,69.5708333333333,100.04,31.79,0.58,0.09,-0.055,-0.208,-53
6599,"",6.59,"",17.6266388888889,43.5197222222222,17.6771111111111,43.4708333333333,69.44,30.67,NA,NA,0.056,0.061,-29
6600,"",6.39,"",17.6359722222222,-12.5405555555556,17.7301666666667,-12.4913888888889,13.03,8.35,0.37,-0.07,-0.048,-0.109,-7
6601,"",6.3,"",17.63975,-6.96666666666667,17.7297222222222,-6.92055555555556,18.67,11.58,0.38,-0.48,-0.001,-0.006,-26
6602,"83    Her",5.52,"I",17.6395277777778,24.6144444444444,17.7078888888889,24.5641666666667,48.81,25.43,1.46,1.69,-0.055,-0.105,-27
6603,"60Bet Oph",2.77,"I",17.6421944444444,4.60888888888889,17.7245555555556,4.56722222222222,29.21,17.19,1.16,1.24,-0.04,0.159,-12
6604,"",6.24,"",17.6468333333333,14.3402777777778,17.7227777777778,14.295,38.51,21.41,0.42,0.18,0.006,0.023,-42
6605,"",6.77,"",17.649,57.3586111111111,17.6767222222222,57.3102777777778,85.58,32,0.92,0.58,-0.004,0.027,-14
6606,"",5.86,"",17.6506666666667,72.5083333333333,17.6191111111111,72.4558333333333,103.38,31.35,1.01,NA,0.021,0.022,8
6607,"",5.99,"",17.6511388888889,51.8663888888889,17.6893888888889,51.8180555555556,79.13,31.6,1.05,NA,-0.028,-0.014,-9
6608,"84    Her",5.71,"",17.65425,24.3711111111111,17.7226666666667,24.3277777777778,48.64,25.16,0.65,0.27,-0.115,0.071,-26
6609,"61    Oph",6.17,"",17.6590833333333,2.6225,17.7427777777778,2.57944444444444,27.5,16.04,0.07,-0.01,0.004,0.014,-31
6610,"",6.56,"",17.6594444444444,2.62222222222222,17.7431666666667,2.57888888888889,27.5,16.03,NA,NA,0.004,0.01,-30
6611,"",6.19,"",17.66225,14.4533333333333,17.7381388888889,14.4102777777778,38.72,21.25,0.21,0.2,0.001,0.018,-31
6612,"",6.34,"I",17.6687777777778,44.1280555555556,17.7182222222222,44.0844444444444,70.23,30.34,1.54,1.84,-0.04,0.034,-60
6613,"",6.43,"",17.6709444444444,-37.9283333333333,17.7853611111111,-37.8883333333333,352.3,-5.02,-0.02,NA,-0.002,-0.007,1
6614,"",6.11,"",17.6715833333333,-54.635,17.8105833333333,-54.5983333333333,337.19,-13.8,0.28,NA,-0.018,0.036,-21
6615,"Iot1Sco",3.03,"",17.6765,-39.9119444444444,17.7930833333333,-39.8730555555556,350.61,-6.13,0.51,0.27,0,-0.008,-28
6616,"3    Sgr",4.54,"I",17.68775,-26.2072222222222,17.7926666666667,-26.1691666666667,1.17,0.21,0.8,0.5,-0.001,-0.009,-13
6617,"",6.18,"I",17.6952777777778,-21.5594444444444,17.796,-21.5219444444444,5.77,2.94,1.49,NA,0.003,-0.011,-22
6618,"",5.75,"",17.6982777777778,53.8436111111111,17.7331388888889,53.8016666666667,81.49,31.36,0.01,0.05,0.022,-0.015,-2
6619,"",6.23,"",17.6984722222222,31.5441666666667,17.7611944444444,31.5047222222222,56.4,26.94,0,-0.22,0.011,-0.005,2
6620,"",5.94,"",17.6984722222222,-13.3116666666667,17.7935555555556,-13.2741666666667,12.44,6.93,0.05,-0.32,-0.019,-0.02,-25
6621,"",6.35,"",17.7035,-25.0608333333333,17.8077222222222,-25.025,2,0.48,0.12,-0.42,0,-0.012,9
6622,"",5.92,"",17.7055555555556,-52.4208333333333,17.8411666666667,-52.3877777777778,338.94,-13.2,-0.08,-0.64,-0.014,-0.006,-8
6623,"86Mu  Her",3.42,"I",17.7090555555556,27.7791666666667,17.7743055555556,27.7205555555556,52.45,25.63,0.75,0.39,-0.311,-0.751,-16
6624,"",5.78,"",17.7098888888889,-59.8677777777778,17.8598611111111,-59.8355555555556,332.99,-16.33,1,NA,-0.005,-0.028,17
6625,"",6.52,"",17.7094166666667,38.9205555555556,17.7649166666667,38.8813888888889,64.48,28.79,1,0.68,0.003,-0.028,-12
6626,"",6.68,"",17.7111944444444,39.36,17.76625,39.3225,64.97,28.88,1.39,1.46,0.012,0.016,-32
6627,"",5.72,"",17.7119722222222,17.7338888888889,17.7855555555556,17.6972222222222,42.25,21.93,0.01,0,0.011,-0.007,3
6628,"",4.83,"",17.7113055555556,-30.3311111111111,17.8195833333333,-30.2966666666667,358.03,-2.09,-0.04,-0.29,0.011,-0.015,-13
6629,"62Gam Oph",3.75,"",17.7146111111111,2.74472222222222,17.7982222222222,2.70722222222222,28.02,15.36,0.04,0.04,-0.022,-0.074,-7
6630,"",3.21,"",17.7175,-36.9886111111111,17.8309722222222,-36.9566666666667,353.5,-4.94,1.17,1.19,0.049,0.033,25
6631,"Iot2Sco",4.81,"",17.7198333333333,-39.9419444444444,17.8364444444444,-39.9094444444444,350.89,-6.54,0.26,0,0.007,-0.008,-10
6632,"",6.09,"",17.7182222222222,-52.9011111111111,17.8530555555556,-52.8694444444444,339.43,-13.06,0,NA,0.006,-0.013,19
6633,"",6.22,"",17.7226666666667,3.83833333333333,17.8056111111111,3.80416666666667,29.08,15.76,0.16,-0.02,0.007,0.004,-44
6634,"",6.49,"",17.7218333333333,-64.5416666666667,17.8884444444444,-64.5108333333333,328.03,-18.8,1.08,1,-0.017,-0.083,-45
6635,"",6.07,"",17.7255277777778,-75.845,17.9616111111111,-75.8225,317.57,-23.16,1.2,1.28,0.002,0.017,37
6636,"31Psi1Dra",4.58,"",17.7285833333333,72.1980555555556,17.6989722222222,72.1488888888889,102.97,31.03,0.42,0.01,0.025,-0.267,-10
6637,"31Psi1Dra",5.79,"",17.7290555555556,72.2061111111111,17.6994444444444,72.1569444444444,102.98,31.03,0.53,0.02,0.03,-0.278,-10
6638,"",5.69,"",17.7353611111111,20.5986111111111,17.8068888888889,20.5655555555556,45.25,22.73,0.94,0.71,0.026,0.008,-26
6639,"",6.47,"",17.7378611111111,1.99138888888889,17.8219166666667,1.96111111111111,27.5,14.7,1.24,1.26,-0.025,0.065,-58
6640,"",6.11,"",17.7391111111111,-44.4286111111111,17.8623611111111,-44.3994444444444,346.21,-9.52,0.95,NA,0.009,-0.005,-7
6641,"",6.43,"",17.7408333333333,47.6466666666667,17.7855833333333,47.6122222222222,74.39,30.19,0.11,0.06,-0.004,0.005,-26
6642,"",6.12,"",17.7408888888889,19.2872222222222,17.8133055555556,19.2552777777778,43.97,22.16,0.02,-0.09,-0.006,0.022,-25
6643,"",5.96,"",17.7418333333333,-39.2580555555556,17.8591111111111,-39.2275,350.43,-7.1,1.59,1.83,-0.028,-0.053,-85
6644,"87    Her",5.12,"I",17.7460555555556,25.6561111111111,17.8136666666667,25.6227777777778,50.44,24.44,1.16,1.12,-0.003,-0.039,-26
6645,"",6.66,"",17.7461944444444,-29.4725,17.8534722222222,-29.4427777777778,359.24,-1.88,0.04,-0.07,0.002,-0.011,-9
6646,"",6.35,"",17.7572777777778,-80.5258333333333,18.09075,-80.5136111111111,312.15,-25.13,1.5,1.75,0.018,-0.04,-3
6647,"",5.9,"",17.7593055555556,-33.2280555555556,17.8704444444444,-33.2008333333333,355.69,-4.22,-0.1,-0.64,0.004,-0.004,-13
6648,"",5.84,"",17.7613611111111,-33.61,17.8721388888889,-33.5833333333333,356.03,-4.04,1.13,NA,-0.001,0.003,-21
6649,"",6.2,"",17.7621388888889,-40.0347222222222,17.8813055555556,-40.0033333333333,349.48,-7.92,0.54,NA,0.154,-0.196,-14
6650,"",6.17,"",17.7679166666667,11.9755555555556,17.8454166666667,11.9466666666667,37.02,18.81,1.25,1.26,-0.022,-0.024,-49
6651,"",6.06,"",17.7698333333333,-33.9108333333333,17.8803333333333,-33.8858333333333,356.34,-3.98,1.23,NA,0.001,0.017,-15
6652,"",6.45,"",17.7707777777778,-33.0063888888889,17.8821944444444,-34.9813888888889,355.57,-4.45,0.02,-0.07,0.015,0.007,-9
6653,"",6.03,"",17.7706944444444,-34.4025,17.88275,-34.3758333333333,355.05,-4.76,0.34,0.09,0.046,-0.047,-21
6654,"",5.5,"",17.7750555555556,29.3488888888889,17.8396944444444,29.3222222222222,54.42,25.32,1.05,NA,0.029,0.049,-15
6655,"",5.98,"",17.7765833333333,22.3441666666667,17.8467777777778,22.3163888888889,47.23,22.86,NA,NA,0.014,-0.016,4
6656,"30    Dra",5.02,"",17.7780555555556,50.8047222222222,17.8178611111111,50.7811111111111,78.07,30.3,0.02,0.01,-0.048,0.211,-55
6657,"",6.17,"",17.7776666666667,-33.2936111111111,17.8887777777778,-33.2694444444444,355.86,-4.38,-0.03,-0.35,0.005,-0.001,-12
6658,"",5.6,"",17.7785833333333,-33.1291666666667,17.8898055555556,-33.1047222222222,355.72,-4.47,1.14,1.01,-0.009,-0.01,-7
6659,"",6.35,"",17.7803333333333,-0.788888888888889,17.8665277777778,-0.763333333333333,24.91,12.61,1.12,0.89,-0.002,0.003,-44
6660,"",6.38,"",17.7848055555556,-33.2375,17.8959722222222,-33.2141666666667,355.86,-4.48,0,-0.06,0.009,-0.003,-15
6661,"",6.21,"I",17.7880555555556,-5.88083333333333,17.8774444444444,-5.85638888888889,20.6,10.12,1.4,1.01,0.008,-0.009,-5
6662,"",5.96,"",17.7874166666667,-33.2702777777778,17.8985833333333,-33.2475,355.9,-4.49,-0.01,-0.1,0.021,-0.003,-5
6663,"",6.42,"",17.7882777777778,-33.1916666666667,17.8994722222222,-33.1683333333333,355.84,-4.54,0.01,-0.06,0.007,-0.023,-17
6664,"88    Her",6.68,"",17.7906388888889,48.4211111111111,17.83425,48.3941666666667,75.36,29.82,-0.11,-0.41,0.004,0.012,-12
6665,"",6.46,"",17.7910277777778,15.35,17.86625,15.3258333333333,40.41,19.92,NA,NA,0,0.031,-43
6666,"",6.18,"",17.7916944444444,-9.125,17.8843333333333,-9.10027777777778,16.45,7.7,1.11,NA,0.055,-0.033,-35
6667,"",5.95,"I",17.7920277777778,1.32944444444444,17.8765,1.305,27.29,13.67,1.58,1.92,-0.047,-0.017,-65
6668,"",5.96,"",17.7966666666667,-33.555,17.9075555555556,-33.5336111111111,356.21,-4.44,-0.01,-0.1,0.01,0.006,-16
6669,"",6.46,"",17.79975,40.0972222222222,17.8538888888889,40.0725,66.06,28.06,NA,NA,-0.012,0.012,2
6670,"",5.77,"",17.8060833333333,6.12166666666667,17.8872777777778,6.10138888888889,31.78,15.71,0.42,-0.01,-0.122,0.069,-33
6671,"",6.06,"",17.8060833333333,-35.5444444444444,17.9188611111111,-35.5241666666667,354.53,-5.57,0.08,NA,-0.014,-0.009,-15
6672,"",6.2,"",17.8124166666667,-23.1327777777778,17.915,-23.1127777777778,4.54,0.3,0.04,-0.89,-0.005,-0.001,-11
6673,"",6.04,"I",17.8137222222222,40.0038888888889,17.8679722222222,39.9822222222222,66.01,27.88,1.33,1.49,-0.011,0.054,-66
6674,"",6.38,"",17.82075,46.6694444444444,17.8669444444444,46.6433333333333,73.44,29.22,1.09,0.77,0.039,-0.122,-28
6675,"",4.86,"",17.8248611111111,-43.6747222222222,17.9465,-43.6577777777778,347.76,-9.69,1.21,1.22,-0.006,-0.017,45
6676,"",6.38,"",17.8259722222222,11.155,17.9039444444444,11.1305555555556,36.62,17.68,0.45,NA,-0.058,-0.165,-41
6677,"90    Her",5.16,"I",17.8340833333333,40.0266666666667,17.8883611111111,40.0080555555556,66.09,27.66,1.18,1.12,0.011,0.053,-35
6678,"",6.43,"",17.8319444444444,-39.7102777777778,17.9488333333333,-39.6944444444444,351.35,-7.76,1.43,1.65,0.016,0.005,-6
6679,"",6.52,"",17.8338888888889,-17.2155555555556,17.9319444444444,-17.1977777777778,9.92,3.16,0.05,0.05,0.016,-0.017,4
6680,"",5.8,"",17.8397222222222,-27.9508333333333,17.9449722222222,-27.9347222222222,1.99,-1.65,0.21,NA,0.04,-0.017,7
6681,"",5.89,"",17.8427222222222,-14.2052777777778,17.9386111111111,-14.1875,12.56,4.57,0.05,NA,-0.01,-0.063,-24
6682,"",4.88,"",17.8448333333333,-40.2980555555555,17.96325,-40.2838888888889,350.18,-8.59,1.65,1.97,-0.015,-0.01,4
6683,"",6.29,"",17.8505,-38.8775,17.9660555555556,-38.8630555555556,352.48,-7.37,0.01,NA,-0.005,-0.039,-1
6684,"",5.82,"",17.8535,0.685555555555556,17.9384444444444,0.670277777777778,27.16,12.55,0.09,-0.65,-0.005,0.003,-17
6685,"89    Her",5.46,"I",17.8563888888889,26.0658333333333,17.9236666666667,26.05,51.43,23.19,0.34,0.27,0.004,0.006,-29
6686,"",5.47,"I",17.8585833333333,-3.9325,17.9465833333333,-3.91805555555556,22.94,10.21,1.16,1.06,-0.012,-0.008,-39
6687,"",5.58,"I",17.86075,22.4794444444444,17.9307777777778,22.4641666666667,47.84,21.83,1.24,NA,-0.002,0.002,-44
6688,"32Xi  Dra",3.75,"I",17.8633055555556,56.8883333333333,17.8921388888889,56.8727777777778,85.17,30.23,1.18,1.21,0.094,0.08,-26
6689,"",5.97,"",17.8658055555556,0.0802777777777778,17.9511944444444,0.0663888888888889,26.7,12.1,0.1,0.12,0.028,-0.016,-11
6690,"",6.29,"",17.8676666666667,6.50111111111111,17.9488888888889,6.48777777777778,32.57,15.06,0,-0.25,0.026,0.002,-14
6691,"",5.74,"",17.8688888888889,-35.1519444444444,17.9821111111111,-35.1416666666667,354.57,-6.42,0.9,NA,0.008,0.013,-87
6692,"",6.01,"",17.87175,-27.2519444444444,17.9775277777778,-27.2408333333333,1.61,-2.37,-0.08,-0.56,0,-0.009,-9
6693,"",5.16,"I",17.87775,-29.7572222222222,17.9847777777778,-29.7469444444444,0.36,-3.19,1.77,1.95,0.002,-0.01,-20
6694,"",7.04,"",17.8778611111111,-29.7566666666667,17.9848611111111,-29.7466666666667,0.36,-3.19,1.06,0.8,-0.02,-0.002,-23
6695,"91The Her",3.86,"I",17.8803611111111,37.2636111111111,17.9375555555556,37.2505555555556,63.26,26.42,1.35,1.46,0.004,0.006,-27
6696,"",6.36,"",17.8793611111111,11.0566666666667,17.9574722222222,11.0441666666667,36.89,16.93,0.11,0.08,-0.017,-0.024,-16
6697,"",6.3,"",17.8851388888889,24.0055555555556,17.9539722222222,23.9958333333333,49.51,22.08,0.63,NA,-0.024,0.076,-34
6698,"64Nu  Oph",3.34,"I",17.892,-8.23861111111111,17.9837777777778,-8.22638888888889,18.17,6.98,0.99,0.88,-0.007,-0.116,13
6699,"",6.1,"",17.8926944444444,55.9813888888889,17.92325,55.9713888888889,84.15,29.9,0.32,0.08,0.037,0.126,-27
6700,"4    Sgr",4.76,"",17.8947777777778,-22.1930555555556,17.9965555555556,-22.1838888888889,6.02,-0.13,-0.04,-0.05,0.001,-0.047,-18
6701,"35    Dra",5.04,"",17.8987222222222,76.9761111111111,17.8241666666667,76.9627777777778,108.41,29.86,0.49,0.08,0.037,0.248,-23
6702,"",6.02,"I",17.8989444444444,45.3630555555556,17.9467777777778,45.3508333333333,72.16,28.17,1.64,1.52,0.008,-0.028,13
6703,"92Xi  Her",3.7,"I",17.8979722222222,29.2586111111111,17.96275,29.2477777777778,54.91,23.77,0.94,0.7,0.084,-0.017,-2
6704,"",6.21,"",17.9008611111111,-19.6683333333333,18.0000277777778,-19.6608333333333,9.06,1.56,1.4,NA,0.005,-0.007,-8
